state,year,month,medium,political_lean,diet_threshold,partisanship_scenario,age_group,value
NE,2015,3,tv,L,50,lenient,25-34,21.702
NE,2015,4,tv,L,50,lenient,25-34,28.936
NE,2015,1,tv,R,50,lenient,25-34,3.617
NE,2015,2,tv,R,50,lenient,25-34,7.234
NE,2015,3,tv,R,50,lenient,25-34,10.851
NE,2015,4,tv,R,50,lenient,25-34,14.468
NE,2015,1,online,L,50,lenient,25-34,1.4468
NE,2015,2,online,L,50,lenient,25-34,2.8936
NE,2015,3,online,L,50,lenient,25-34,4.3404
NE,2015,4,online,L,50,lenient,25-34,5.7872
NE,2015,1,online,R,50,lenient,25-34,0.7234
NE,2015,2,online,R,50,lenient,25-34,1.4468
NE,2015,3,online,R,50,lenient,25-34,2.1702
NE,2015,4,online,R,50,lenient,25-34,2.8936
NE,2015,1,tv,L,50,strict,25-34,6.94464
NE,2015,2,tv,L,50,strict,25-34,14.17864
NE,2015,3,tv,L,50,strict,25-34,21.41264
NE,2015,4,tv,L,50,strict,25-34,28.64664
NE,2015,1,tv,R,50,strict,25-34,3.32764
NE,2015,2,tv,R,50,strict,25-34,6.94464
NE,2015,3,tv,R,50,strict,25-34,10.56164
NE,2015,4,tv,R,50,strict,25-34,14.17864
NE,2015,1,online,L,50,strict,25-34,1.15744
NE,2015,2,online,L,50,strict,25-34,2.60424
NE,2015,3,online,L,50,strict,25-34,4.05104
NE,2015,4,online,L,50,strict,25-34,5.49784
NE,2015,1,online,R,50,strict,25-34,0.43404
NE,2015,2,online,R,50,strict,25-34,1.15744
NE,2015,3,online,R,50,strict,25-34,1.88084
NE,2015,4,online,R,50,strict,25-34,2.60424
NE,2015,1,tv,L,75,lenient,25-34,5.0638
NE,2015,2,tv,L,75,lenient,25-34,12.2978
NE,2015,3,tv,L,75,lenient,25-34,19.5318
NE,2015,4,tv,L,75,lenient,25-34,26.7658
NE,2015,1,tv,R,75,lenient,25-34,1.4468
NE,2015,2,tv,R,75,lenient,25-34,5.0638
NE,2015,3,tv,R,75,lenient,25-34,8.6808
NE,2015,4,tv,R,75,lenient,25-34,12.2978
NE,2015,1,online,L,75,lenient,25-34,0.7234
NE,2015,2,online,L,75,lenient,25-34,2.1702
NE,2015,3,online,L,75,lenient,25-34,3.617
NE,2015,4,online,L,75,lenient,25-34,5.0638
NE,2015,1,online,R,75,lenient,25-34,0.3617
NE,2015,2,online,R,75,lenient,25-34,0.7234
NE,2015,3,online,R,75,lenient,25-34,1.4468
NE,2015,4,online,R,75,lenient,25-34,2.1702
NE,2015,1,tv,L,75,strict,25-34,4.77444
NE,2015,2,tv,L,75,strict,25-34,12.00844
NE,2015,3,tv,L,75,strict,25-34,19.24244
NE,2015,4,tv,L,75,strict,25-34,26.47644
NE,2015,1,tv,R,75,strict,25-34,1.15744
NE,2015,2,tv,R,75,strict,25-34,4.77444
NE,2015,3,tv,R,75,strict,25-34,8.39144
NE,2015,4,tv,R,75,strict,25-34,12.00844
NE,2015,1,online,L,75,strict,25-34,0.43404
NE,2015,2,online,L,75,strict,25-34,1.88084
NE,2015,3,online,L,75,strict,25-34,3.32764
NE,2015,4,online,L,75,strict,25-34,4.77444
NE,2015,1,online,R,75,strict,25-34,0.07234
NE,2015,2,online,R,75,strict,25-34,0.43404
NE,2015,3,online,R,75,strict,25-34,1.15744
NE,2015,4,online,R,75,strict,25-34,1.88084
NH,2015,1,tv,L,50,lenient,25-34,7.08932
NH,2015,2,tv,L,50,lenient,25-34,14.32332
NH,2015,3,tv,L,50,lenient,25-34,21.55732
NH,2015,4,tv,L,50,lenient,25-34,28.79132
NH,2015,1,tv,R,50,lenient,25-34,3.47232
NH,2015,2,tv,R,50,lenient,25-34,7.08932
NH,2015,3,tv,R,50,lenient,25-34,10.70632
NH,2015,4,tv,R,50,lenient,25-34,14.32332
NH,2015,1,online,L,50,lenient,25-34,1.30212
NH,2015,2,online,L,50,lenient,25-34,2.74892
NH,2015,3,online,L,50,lenient,25-34,4.19572
NH,2015,4,online,L,50,lenient,25-34,5.64252
NH,2015,1,online,R,50,lenient,25-34,0.57872
NH,2015,2,online,R,50,lenient,25-34,1.30212
NH,2015,3,online,R,50,lenient,25-34,2.02552
NH,2015,4,online,R,50,lenient,25-34,2.74892
NH,2015,1,tv,L,50,strict,25-34,6.79996
NH,2015,2,tv,L,50,strict,25-34,14.03396
NH,2015,3,tv,L,50,strict,25-34,21.26796
NH,2015,4,tv,L,50,strict,25-34,28.50196
NH,2015,1,tv,R,50,strict,25-34,3.18296
NH,2015,2,tv,R,50,strict,25-34,6.79996
NH,2015,3,tv,R,50,strict,25-34,10.41696
NH,2015,4,tv,R,50,strict,25-34,14.03396
NH,2015,1,online,L,50,strict,25-34,1.01276
NH,2015,2,online,L,50,strict,25-34,2.45956
NH,2015,3,online,L,50,strict,25-34,3.90636
NH,2015,4,online,L,50,strict,25-34,5.35316
NH,2015,1,online,R,50,strict,25-34,0.28936
NH,2015,2,online,R,50,strict,25-34,1.01276
NH,2015,3,online,R,50,strict,25-34,1.73616
NH,2015,4,online,R,50,strict,25-34,2.45956
NH,2015,1,tv,L,75,lenient,25-34,4.91912
NH,2015,2,tv,L,75,lenient,25-34,12.15312
NH,2015,3,tv,L,75,lenient,25-34,19.38712
NH,2015,4,tv,L,75,lenient,25-34,26.62112
NH,2015,1,tv,R,75,lenient,25-34,1.30212
NH,2015,2,tv,R,75,lenient,25-34,4.91912
NH,2015,3,tv,R,75,lenient,25-34,8.53612
NH,2015,4,tv,R,75,lenient,25-34,12.15312
NH,2015,1,online,L,75,lenient,25-34,0.57872
NH,2015,2,online,L,75,lenient,25-34,2.02552
NH,2015,3,online,L,75,lenient,25-34,3.47232
NH,2015,4,online,L,75,lenient,25-34,4.91912
NH,2015,1,online,R,75,lenient,25-34,0.21702
NH,2015,2,online,R,75,lenient,25-34,0.57872
NH,2015,3,online,R,75,lenient,25-34,1.30212
NH,2015,4,online,R,75,lenient,25-34,2.02552
NH,2015,1,tv,L,75,strict,25-34,4.62976
NH,2015,2,tv,L,75,strict,25-34,11.86376
NH,2015,3,tv,L,75,strict,25-34,19.09776
NH,2015,4,tv,L,75,strict,25-34,26.33176
NH,2015,1,tv,R,75,strict,25-34,1.01276
NH,2015,2,tv,R,75,strict,25-34,4.62976
NH,2015,3,tv,R,75,strict,25-34,8.24676
NH,2015,4,tv,R,75,strict,25-34,11.86376
NH,2015,1,online,L,75,strict,25-34,0.28936
NH,2015,2,online,L,75,strict,25-34,1.73616
NH,2015,3,online,L,75,strict,25-34,3.18296
NH,2015,4,online,L,75,strict,25-34,4.62976
NH,2015,1,online,R,75,strict,25-34,0
NH,2015,2,online,R,75,strict,25-34,0.28936
NH,2015,3,online,R,75,strict,25-34,1.01276
NH,2015,4,online,R,75,strict,25-34,1.73616
NJ,2015,1,tv,L,50,lenient,25-34,7.234
NJ,2015,2,tv,L,50,lenient,25-34,14.468
NJ,2015,3,tv,L,50,lenient,25-34,21.702
NJ,2015,4,tv,L,50,lenient,25-34,28.936
NJ,2015,1,tv,R,50,lenient,25-34,3.617
NJ,2015,2,tv,R,50,lenient,25-34,7.234
NJ,2015,3,tv,R,50,lenient,25-34,10.851
NJ,2015,4,tv,R,50,lenient,25-34,14.468
NJ,2015,1,online,L,50,lenient,25-34,1.4468
NJ,2015,2,online,L,50,lenient,25-34,2.8936
NJ,2015,3,online,L,50,lenient,25-34,4.3404
NJ,2015,4,online,L,50,lenient,25-34,5.7872
NJ,2015,1,online,R,50,lenient,25-34,0.7234
NJ,2015,2,online,R,50,lenient,25-34,1.4468
NJ,2015,3,online,R,50,lenient,25-34,2.1702
NJ,2015,4,online,R,50,lenient,25-34,2.8936
NJ,2015,1,tv,L,50,strict,25-34,6.94464
NJ,2015,2,tv,L,50,strict,25-34,14.17864
NJ,2015,3,tv,L,50,strict,25-34,21.41264
NJ,2015,4,tv,L,50,strict,25-34,28.64664
NJ,2015,1,tv,R,50,strict,25-34,3.32764
NJ,2015,2,tv,R,50,strict,25-34,6.94464
NJ,2015,3,tv,R,50,strict,25-34,10.56164
NJ,2015,4,tv,R,50,strict,25-34,14.17864
NJ,2015,1,online,L,50,strict,25-34,1.15744
NJ,2015,2,online,L,50,strict,25-34,2.60424
NJ,2015,3,online,L,50,strict,25-34,4.05104
NJ,2015,4,online,L,50,strict,25-34,5.49784
NJ,2015,1,online,R,50,strict,25-34,0.43404
NJ,2015,2,online,R,50,strict,25-34,1.15744
NJ,2015,3,online,R,50,strict,25-34,1.88084
NJ,2015,4,online,R,50,strict,25-34,2.60424
NJ,2015,1,tv,L,75,lenient,25-34,5.0638
NJ,2015,2,tv,L,75,lenient,25-34,12.2978
NJ,2015,3,tv,L,75,lenient,25-34,19.5318
NJ,2015,4,tv,L,75,lenient,25-34,26.7658
NJ,2015,1,tv,R,75,lenient,25-34,1.4468
NJ,2015,2,tv,R,75,lenient,25-34,5.0638
NJ,2015,3,tv,R,75,lenient,25-34,8.6808
NJ,2015,4,tv,R,75,lenient,25-34,12.2978
NJ,2015,1,online,L,75,lenient,25-34,0.7234
NJ,2015,2,online,L,75,lenient,25-34,2.1702
NJ,2015,3,online,L,75,lenient,25-34,3.617
NJ,2015,4,online,L,75,lenient,25-34,5.0638
NJ,2015,1,online,R,75,lenient,25-34,0.3617
NJ,2015,2,online,R,75,lenient,25-34,0.7234
NJ,2015,3,online,R,75,lenient,25-34,1.4468
NJ,2015,4,online,R,75,lenient,25-34,2.1702
NJ,2015,1,tv,L,75,strict,25-34,4.77444
NJ,2015,2,tv,L,75,strict,25-34,12.00844
NJ,2015,3,tv,L,75,strict,25-34,19.24244
NJ,2015,4,tv,L,75,strict,25-34,26.47644
NJ,2015,1,tv,R,75,strict,25-34,1.15744
NJ,2015,2,tv,R,75,strict,25-34,4.77444
NJ,2015,3,tv,R,75,strict,25-34,8.39144
NJ,2015,4,tv,R,75,strict,25-34,12.00844
NJ,2015,1,online,L,75,strict,25-34,0.43404
NJ,2015,2,online,L,75,strict,25-34,1.88084
NJ,2015,3,online,L,75,strict,25-34,3.32764
NJ,2015,4,online,L,75,strict,25-34,4.77444
NJ,2015,1,online,R,75,strict,25-34,0.07234
NJ,2015,2,online,R,75,strict,25-34,0.43404
NJ,2015,3,online,R,75,strict,25-34,1.15744
NJ,2015,4,online,R,75,strict,25-34,1.88084
NM,2015,1,tv,L,50,lenient,25-34,7.08932
NM,2015,2,tv,L,50,lenient,25-34,14.32332
NM,2015,3,tv,L,50,lenient,25-34,21.55732
NM,2015,4,tv,L,50,lenient,25-34,28.79132
NM,2015,1,tv,R,50,lenient,25-34,3.47232
NM,2015,2,tv,R,50,lenient,25-34,7.08932
NM,2015,3,tv,R,50,lenient,25-34,10.70632
NM,2015,4,tv,R,50,lenient,25-34,14.32332
NM,2015,1,online,L,50,lenient,25-34,1.30212
NM,2015,2,online,L,50,lenient,25-34,2.74892
NM,2015,3,online,L,50,lenient,25-34,4.19572
NM,2015,4,online,L,50,lenient,25-34,5.64252
NM,2015,1,online,R,50,lenient,25-34,0.57872
NM,2015,2,online,R,50,lenient,25-34,1.30212
NM,2015,3,online,R,50,lenient,25-34,2.02552
NM,2015,4,online,R,50,lenient,25-34,2.74892
NM,2015,1,tv,L,50,strict,25-34,6.79996
NM,2015,2,tv,L,50,strict,25-34,14.03396
NM,2015,3,tv,L,50,strict,25-34,21.26796
NM,2015,4,tv,L,50,strict,25-34,28.50196
NM,2015,1,tv,R,50,strict,25-34,3.18296
NM,2015,2,tv,R,50,strict,25-34,6.79996
NM,2015,3,tv,R,50,strict,25-34,10.41696
NM,2015,4,tv,R,50,strict,25-34,14.03396
NM,2015,1,online,L,50,strict,25-34,1.01276
NM,2015,2,online,L,50,strict,25-34,2.45956
NM,2015,3,online,L,50,strict,25-34,3.90636
NM,2015,4,online,L,50,strict,25-34,5.35316
NM,2015,1,online,R,50,strict,25-34,0.28936
NM,2015,2,online,R,50,strict,25-34,1.01276
NM,2015,3,online,R,50,strict,25-34,1.73616
NM,2015,4,online,R,50,strict,25-34,2.45956
NM,2015,1,tv,L,75,lenient,25-34,4.91912
NM,2015,2,tv,L,75,lenient,25-34,12.15312
NM,2015,3,tv,L,75,lenient,25-34,19.38712
NM,2015,4,tv,L,75,lenient,25-34,26.62112
NM,2015,1,tv,R,75,lenient,25-34,1.30212
NM,2015,2,tv,R,75,lenient,25-34,4.91912
NM,2015,3,tv,R,75,lenient,25-34,8.53612
NM,2015,4,tv,R,75,lenient,25-34,12.15312
NM,2015,1,online,L,75,lenient,25-34,0.57872
NM,2015,2,online,L,75,lenient,25-34,2.02552
NM,2015,3,online,L,75,lenient,25-34,3.47232
NM,2015,4,online,L,75,lenient,25-34,4.91912
NM,2015,1,online,R,75,lenient,25-34,0.21702
NM,2015,2,online,R,75,lenient,25-34,0.57872
NM,2015,3,online,R,75,lenient,25-34,1.30212
NM,2015,4,online,R,75,lenient,25-34,2.02552
NM,2015,1,tv,L,75,strict,25-34,4.62976
NM,2015,2,tv,L,75,strict,25-34,11.86376
NM,2015,3,tv,L,75,strict,25-34,19.09776
NM,2015,4,tv,L,75,strict,25-34,26.33176
NM,2015,1,tv,R,75,strict,25-34,1.01276
NM,2015,2,tv,R,75,strict,25-34,4.62976
NM,2015,3,tv,R,75,strict,25-34,8.24676
NM,2015,4,tv,R,75,strict,25-34,11.86376
NM,2015,1,online,L,75,strict,25-34,0.28936
NM,2015,2,online,L,75,strict,25-34,1.73616
NM,2015,3,online,L,75,strict,25-34,3.18296
NM,2015,4,online,L,75,strict,25-34,4.62976
NM,2015,1,online,R,75,strict,25-34,0
NM,2015,2,online,R,75,strict,25-34,0.28936
NM,2015,3,online,R,75,strict,25-34,1.01276
NM,2015,4,online,R,75,strict,25-34,1.73616
NV,2015,1,tv,L,50,lenient,25-34,7.234
NV,2015,2,tv,L,50,lenient,25-34,14.468
NV,2015,3,tv,L,50,lenient,25-34,21.702
NV,2015,4,tv,L,50,lenient,25-34,28.936
NV,2015,1,tv,R,50,lenient,25-34,3.617
NV,2015,2,tv,R,50,lenient,25-34,7.234
NV,2015,3,tv,R,50,lenient,25-34,10.851
NV,2015,4,tv,R,50,lenient,25-34,14.468
NV,2015,1,online,L,50,lenient,25-34,1.4468
NV,2015,2,online,L,50,lenient,25-34,2.8936
NV,2015,3,online,L,50,lenient,25-34,4.3404
NV,2015,4,online,L,50,lenient,25-34,5.7872
NV,2015,1,online,R,50,lenient,25-34,0.7234
NV,2015,2,online,R,50,lenient,25-34,1.4468
NV,2015,3,online,R,50,lenient,25-34,2.1702
NV,2015,4,online,R,50,lenient,25-34,2.8936
NV,2015,1,tv,L,50,strict,25-34,6.94464
NV,2015,2,tv,L,50,strict,25-34,14.17864
NV,2015,3,tv,L,50,strict,25-34,21.41264
NV,2015,4,tv,L,50,strict,25-34,28.64664
NV,2015,1,tv,R,50,strict,25-34,3.32764
NV,2015,2,tv,R,50,strict,25-34,6.94464
NV,2015,3,tv,R,50,strict,25-34,10.56164
NV,2015,4,tv,R,50,strict,25-34,14.17864
NV,2015,1,online,L,50,strict,25-34,1.15744
NV,2015,2,online,L,50,strict,25-34,2.60424
NV,2015,3,online,L,50,strict,25-34,4.05104
NV,2015,4,online,L,50,strict,25-34,5.49784
NV,2015,1,online,R,50,strict,25-34,0.43404
NV,2015,2,online,R,50,strict,25-34,1.15744
NV,2015,3,online,R,50,strict,25-34,1.88084
NV,2015,4,online,R,50,strict,25-34,2.60424
NV,2015,1,tv,L,75,lenient,25-34,5.0638
NV,2015,2,tv,L,75,lenient,25-34,12.2978
NV,2015,3,tv,L,75,lenient,25-34,19.5318
NV,2015,4,tv,L,75,lenient,25-34,26.7658
NV,2015,1,tv,R,75,lenient,25-34,1.4468
NV,2015,2,tv,R,75,lenient,25-34,5.0638
NV,2015,3,tv,R,75,lenient,25-34,8.6808
NV,2015,4,tv,R,75,lenient,25-34,12.2978
NV,2015,1,online,L,75,lenient,25-34,0.7234
NV,2015,2,online,L,75,lenient,25-34,2.1702
NV,2015,3,online,L,75,lenient,25-34,3.617
NV,2015,4,online,L,75,lenient,25-34,5.0638
NV,2015,1,online,R,75,lenient,25-34,0.3617
NV,2015,2,online,R,75,lenient,25-34,0.7234
NV,2015,3,online,R,75,lenient,25-34,1.4468
NV,2015,4,online,R,75,lenient,25-34,2.1702
NV,2015,1,tv,L,75,strict,25-34,4.77444
NV,2015,2,tv,L,75,strict,25-34,12.00844
NV,2015,3,tv,L,75,strict,25-34,19.24244
NV,2015,4,tv,L,75,strict,25-34,26.47644
NV,2015,1,tv,R,75,strict,25-34,1.15744
NV,2015,2,tv,R,75,strict,25-34,4.77444
NV,2015,3,tv,R,75,strict,25-34,8.39144
NV,2015,4,tv,R,75,strict,25-34,12.00844
NV,2015,1,online,L,75,strict,25-34,0.43404
NV,2015,2,online,L,75,strict,25-34,1.88084
NV,2015,3,online,L,75,strict,25-34,3.32764
NV,2015,4,online,L,75,strict,25-34,4.77444
NV,2015,1,online,R,75,strict,25-34,0.07234
NV,2015,2,online,R,75,strict,25-34,0.43404
NV,2015,3,online,R,75,strict,25-34,1.15744
NV,2015,4,online,R,75,strict,25-34,1.88084
NY,2015,1,tv,L,50,lenient,25-34,7.08932
NY,2015,2,tv,L,50,lenient,25-34,14.32332
NY,2015,3,tv,L,50,lenient,25-34,21.55732
NY,2015,4,tv,L,50,lenient,25-34,28.79132
NY,2015,1,tv,R,50,lenient,25-34,3.47232
NY,2015,2,tv,R,50,lenient,25-34,7.08932
NY,2015,3,tv,R,50,lenient,25-34,10.70632
NY,2015,4,tv,R,50,lenient,25-34,14.32332
NY,2015,1,online,L,50,lenient,25-34,1.30212
NY,2015,2,online,L,50,lenient,25-34,2.74892
NY,2015,3,online,L,50,lenient,25-34,4.19572
NY,2015,4,online,L,50,lenient,25-34,5.64252
NY,2015,1,online,R,50,lenient,25-34,0.57872
NY,2015,2,online,R,50,lenient,25-34,1.30212
NY,2015,3,online,R,50,lenient,25-34,2.02552
NY,2015,4,online,R,50,lenient,25-34,2.74892
NY,2015,1,tv,L,50,strict,25-34,6.79996
NY,2015,2,tv,L,50,strict,25-34,14.03396
NY,2015,3,tv,L,50,strict,25-34,21.26796
NY,2015,4,tv,L,50,strict,25-34,28.50196
NY,2015,1,tv,R,50,strict,25-34,3.18296
NY,2015,2,tv,R,50,strict,25-34,6.79996
NY,2015,3,tv,R,50,strict,25-34,10.41696
NY,2015,4,tv,R,50,strict,25-34,14.03396
NY,2015,1,online,L,50,strict,25-34,1.01276
NY,2015,2,online,L,50,strict,25-34,2.45956
NY,2015,3,online,L,50,strict,25-34,3.90636
NY,2015,4,online,L,50,strict,25-34,5.35316
NY,2015,1,online,R,50,strict,25-34,0.28936
NY,2015,2,online,R,50,strict,25-34,1.01276
NY,2015,3,online,R,50,strict,25-34,1.73616
NY,2015,4,online,R,50,strict,25-34,2.45956
NY,2015,1,tv,L,75,lenient,25-34,4.91912
NY,2015,2,tv,L,75,lenient,25-34,12.15312
NY,2015,3,tv,L,75,lenient,25-34,19.38712
NY,2015,4,tv,L,75,lenient,25-34,26.62112
NY,2015,1,tv,R,75,lenient,25-34,1.30212
NY,2015,2,tv,R,75,lenient,25-34,4.91912
NY,2015,3,tv,R,75,lenient,25-34,8.53612
NY,2015,4,tv,R,75,lenient,25-34,12.15312
NY,2015,1,online,L,75,lenient,25-34,0.57872
NY,2015,2,online,L,75,lenient,25-34,2.02552
NY,2015,3,online,L,75,lenient,25-34,3.47232
NY,2015,4,online,L,75,lenient,25-34,4.91912
NY,2015,1,online,R,75,lenient,25-34,0.21702
NY,2015,2,online,R,75,lenient,25-34,0.57872
NY,2015,3,online,R,75,lenient,25-34,1.30212
NY,2015,4,online,R,75,lenient,25-34,2.02552
NY,2015,1,tv,L,75,strict,25-34,4.62976
NY,2015,2,tv,L,75,strict,25-34,11.86376
NY,2015,3,tv,L,75,strict,25-34,19.09776
NY,2015,4,tv,L,75,strict,25-34,26.33176
NY,2015,1,tv,R,75,strict,25-34,1.01276
NY,2015,2,tv,R,75,strict,25-34,4.62976
NY,2015,3,tv,R,75,strict,25-34,8.24676
NY,2015,4,tv,R,75,strict,25-34,11.86376
NY,2015,1,online,L,75,strict,25-34,0.28936
NY,2015,2,online,L,75,strict,25-34,1.73616
NY,2015,3,online,L,75,strict,25-34,3.18296
NY,2015,4,online,L,75,strict,25-34,4.62976
NY,2015,1,online,R,75,strict,25-34,0
NY,2015,2,online,R,75,strict,25-34,0.28936
NY,2015,3,online,R,75,strict,25-34,1.01276
NY,2015,4,online,R,75,strict,25-34,1.73616
OH,2015,1,tv,L,50,lenient,25-34,7.234
OH,2015,2,tv,L,50,lenient,25-34,14.468
OH,2015,3,tv,L,50,lenient,25-34,21.702
OH,2015,4,tv,L,50,lenient,25-34,28.936
OH,2015,1,tv,R,50,lenient,25-34,3.617
OH,2015,2,tv,R,50,lenient,25-34,7.234
OH,2015,3,tv,R,50,lenient,25-34,10.851
OH,2015,4,tv,R,50,lenient,25-34,14.468
OH,2015,1,online,L,50,lenient,25-34,1.4468
OH,2015,2,online,L,50,lenient,25-34,2.8936
OH,2015,3,online,L,50,lenient,25-34,4.3404
OH,2015,4,online,L,50,lenient,25-34,5.7872
OH,2015,1,online,R,50,lenient,25-34,0.7234
OH,2015,2,online,R,50,lenient,25-34,1.4468
OH,2015,3,online,R,50,lenient,25-34,2.1702
OH,2015,4,online,R,50,lenient,25-34,2.8936
OH,2015,1,tv,L,50,strict,25-34,6.94464
OH,2015,2,tv,L,50,strict,25-34,14.17864
OH,2015,3,tv,L,50,strict,25-34,21.41264
OH,2015,4,tv,L,50,strict,25-34,28.64664
OH,2015,1,tv,R,50,strict,25-34,3.32764
OH,2015,2,tv,R,50,strict,25-34,6.94464
OH,2015,3,tv,R,50,strict,25-34,10.56164
OH,2015,4,tv,R,50,strict,25-34,14.17864
OH,2015,1,online,L,50,strict,25-34,1.15744
OH,2015,2,online,L,50,strict,25-34,2.60424
OH,2015,3,online,L,50,strict,25-34,4.05104
OH,2015,4,online,L,50,strict,25-34,5.49784
OH,2015,1,online,R,50,strict,25-34,0.43404
OH,2015,2,online,R,50,strict,25-34,1.15744
OH,2015,3,online,R,50,strict,25-34,1.88084
OH,2015,4,online,R,50,strict,25-34,2.60424
OH,2015,1,tv,L,75,lenient,25-34,5.0638
OH,2015,2,tv,L,75,lenient,25-34,12.2978
OH,2015,3,tv,L,75,lenient,25-34,19.5318
OH,2015,4,tv,L,75,lenient,25-34,26.7658
OH,2015,1,tv,R,75,lenient,25-34,1.4468
OH,2015,2,tv,R,75,lenient,25-34,5.0638
OH,2015,3,tv,R,75,lenient,25-34,8.6808
OH,2015,4,tv,R,75,lenient,25-34,12.2978
OH,2015,1,online,L,75,lenient,25-34,0.7234
OH,2015,2,online,L,75,lenient,25-34,2.1702
OH,2015,3,online,L,75,lenient,25-34,3.617
OH,2015,4,online,L,75,lenient,25-34,5.0638
OH,2015,1,online,R,75,lenient,25-34,0.3617
OH,2015,2,online,R,75,lenient,25-34,0.7234
OH,2015,3,online,R,75,lenient,25-34,1.4468
OH,2015,4,online,R,75,lenient,25-34,2.1702
OH,2015,1,tv,L,75,strict,25-34,4.77444
OH,2015,2,tv,L,75,strict,25-34,12.00844
OH,2015,3,tv,L,75,strict,25-34,19.24244
OH,2015,4,tv,L,75,strict,25-34,26.47644
OH,2015,1,tv,R,75,strict,25-34,1.15744
OH,2015,2,tv,R,75,strict,25-34,4.77444
OH,2015,3,tv,R,75,strict,25-34,8.39144
OH,2015,4,tv,R,75,strict,25-34,12.00844
OH,2015,1,online,L,75,strict,25-34,0.43404
OH,2015,2,online,L,75,strict,25-34,1.88084
OH,2015,3,online,L,75,strict,25-34,3.32764
OH,2015,4,online,L,75,strict,25-34,4.77444
OH,2015,1,online,R,75,strict,25-34,0.07234
OH,2015,2,online,R,75,strict,25-34,0.43404
OH,2015,3,online,R,75,strict,25-34,1.15744
OH,2015,4,online,R,75,strict,25-34,1.88084
OK,2015,1,tv,L,50,lenient,25-34,7.08932
OK,2015,2,tv,L,50,lenient,25-34,14.32332
OK,2015,3,tv,L,50,lenient,25-34,21.55732
OK,2015,4,tv,L,50,lenient,25-34,28.79132
OK,2015,1,tv,R,50,lenient,25-34,3.47232
OK,2015,2,tv,R,50,lenient,25-34,7.08932
OK,2015,3,tv,R,50,lenient,25-34,10.70632
OK,2015,4,tv,R,50,lenient,25-34,14.32332
OK,2015,1,online,L,50,lenient,25-34,1.30212
OK,2015,2,online,L,50,lenient,25-34,2.74892
OK,2015,3,online,L,50,lenient,25-34,4.19572
OK,2015,4,online,L,50,lenient,25-34,5.64252
OK,2015,1,online,R,50,lenient,25-34,0.57872
OK,2015,2,online,R,50,lenient,25-34,1.30212
OK,2015,3,online,R,50,lenient,25-34,2.02552
OK,2015,4,online,R,50,lenient,25-34,2.74892
OK,2015,1,tv,L,50,strict,25-34,6.79996
OK,2015,2,tv,L,50,strict,25-34,14.03396
OK,2015,3,tv,L,50,strict,25-34,21.26796
OK,2015,4,tv,L,50,strict,25-34,28.50196
OK,2015,1,tv,R,50,strict,25-34,3.18296
OK,2015,2,tv,R,50,strict,25-34,6.79996
OK,2015,3,tv,R,50,strict,25-34,10.41696
OK,2015,4,tv,R,50,strict,25-34,14.03396
OK,2015,1,online,L,50,strict,25-34,1.01276
OK,2015,2,online,L,50,strict,25-34,2.45956
OK,2015,3,online,L,50,strict,25-34,3.90636
OK,2015,4,online,L,50,strict,25-34,5.35316
OK,2015,1,online,R,50,strict,25-34,0.28936
OK,2015,2,online,R,50,strict,25-34,1.01276
OK,2015,3,online,R,50,strict,25-34,1.73616
OK,2015,4,online,R,50,strict,25-34,2.45956
OK,2015,1,tv,L,75,lenient,25-34,4.91912
OK,2015,2,tv,L,75,lenient,25-34,12.15312
OK,2015,3,tv,L,75,lenient,25-34,19.38712
OK,2015,4,tv,L,75,lenient,25-34,26.62112
OK,2015,1,tv,R,75,lenient,25-34,1.30212
OK,2015,2,tv,R,75,lenient,25-34,4.91912
OK,2015,3,tv,R,75,lenient,25-34,8.53612
OK,2015,4,tv,R,75,lenient,25-34,12.15312
OK,2015,1,online,L,75,lenient,25-34,0.57872
OK,2015,2,online,L,75,lenient,25-34,2.02552
OK,2015,3,online,L,75,lenient,25-34,3.47232
OK,2015,4,online,L,75,lenient,25-34,4.91912
OK,2015,1,online,R,75,lenient,25-34,0.21702
OK,2015,2,online,R,75,lenient,25-34,0.57872
OK,2015,3,online,R,75,lenient,25-34,1.30212
OK,2015,4,online,R,75,lenient,25-34,2.02552
OK,2015,1,tv,L,75,strict,25-34,4.62976
OK,2015,2,tv,L,75,strict,25-34,11.86376
OK,2015,3,tv,L,75,strict,25-34,19.09776
OK,2015,4,tv,L,75,strict,25-34,26.33176
OK,2015,1,tv,R,75,strict,25-34,1.01276
OK,2015,2,tv,R,75,strict,25-34,4.62976
OK,2015,3,tv,R,75,strict,25-34,8.24676
OK,2015,4,tv,R,75,strict,25-34,11.86376
OK,2015,1,online,L,75,strict,25-34,0.28936
OK,2015,2,online,L,75,strict,25-34,1.73616
OK,2015,3,online,L,75,strict,25-34,3.18296
OK,2015,4,online,L,75,strict,25-34,4.62976
OK,2015,1,online,R,75,strict,25-34,0
OK,2015,2,online,R,75,strict,25-34,0.28936
OK,2015,3,online,R,75,strict,25-34,1.01276
OK,2015,4,online,R,75,strict,25-34,1.73616
OR,2015,1,tv,L,50,lenient,25-34,7.234
OR,2015,2,tv,L,50,lenient,25-34,14.468
OR,2015,3,tv,L,50,lenient,25-34,21.702
OR,2015,4,tv,L,50,lenient,25-34,28.936
OR,2015,1,tv,R,50,lenient,25-34,3.617
OR,2015,2,tv,R,50,lenient,25-34,7.234
