period,state,medium,partisanship_scenario,diet_threshold,political_lean,program,network,value
Since 2016,OH,tv,lenient,50,R,Tucker Carlson,Fox News,1.4
Since 2016,OH,tv,lenient,75,R,Tucker Carlson,Fox News,6.4
Since 2016,OH,tv,stringent,50,R,Tucker Carlson,Fox News,11.4
Since 2016,OH,tv,stringent,75,R,Tucker Carlson,Fox News,16.4
Since 2016,OK,tv,lenient,50,R,Anderson Cooper 360,CNN,0.4
Since 2016,OK,tv,lenient,75,R,Anderson Cooper 360,CNN,2.4
Since 2016,OK,tv,stringent,50,R,Anderson Cooper 360,CNN,4.4
Since 2016,OK,tv,stringent,75,R,Anderson Cooper 360,CNN,6.4
Since 2016,OR,tv,lenient,50,R,Tucker Carlson,Fox News,0
Since 2016,OR,tv,lenient,75,R,Tucker Carlson,Fox News,0.4
Since 2016,OR,tv,stringent,50,R,Tucker Carlson,Fox News,1.4
Since 2016,OR,tv,stringent,75,R,Tucker Carlson,Fox News,2.4
Since 2016,PA,tv,lenient,50,R,Anderson Cooper 360,CNN,10
Since 2016,PA,tv,lenient,75,R,Anderson Cooper 360,CNN,20
Since 2016,PA,tv,stringent,50,R,Anderson Cooper 360,CNN,30
Since 2016,PA,tv,stringent,75,R,Anderson Cooper 360,CNN,40
Since 2016,RI,tv,lenient,50,R,Tucker Carlson,Fox News,5
Since 2016,RI,tv,lenient,75,R,Tucker Carlson,Fox News,10
Since 2016,RI,tv,stringent,50,R,Tucker Carlson,Fox News,15
Since 2016,RI,tv,stringent,75,R,Tucker Carlson,Fox News,20
Since 2016,SC,tv,lenient,50,R,Anderson Cooper 360,CNN,2
Since 2016,SC,tv,lenient,75,R,Anderson Cooper 360,CNN,4
Since 2016,SC,tv,stringent,50,R,Anderson Cooper 360,CNN,6
Since 2016,SC,tv,stringent,75,R,Anderson Cooper 360,CNN,8
Since 2016,SD,tv,lenient,50,R,Tucker Carlson,Fox News,1
Since 2016,SD,tv,lenient,75,R,Tucker Carlson,Fox News,2
Since 2016,SD,tv,stringent,50,R,Tucker Carlson,Fox News,3
Since 2016,SD,tv,stringent,75,R,Tucker Carlson,Fox News,4
Since 2016,TN,tv,lenient,50,R,Anderson Cooper 360,CNN,9.6
Since 2016,TN,tv,lenient,75,R,Anderson Cooper 360,CNN,19.6
Since 2016,TN,tv,stringent,50,R,Anderson Cooper 360,CNN,29.6
Since 2016,TN,tv,stringent,75,R,Anderson Cooper 360,CNN,39.6
Since 2016,TX,tv,lenient,50,R,Tucker Carlson,Fox News,4.6
Since 2016,TX,tv,lenient,75,R,Tucker Carlson,Fox News,9.6
Since 2016,TX,tv,stringent,50,R,Tucker Carlson,Fox News,14.6
Since 2016,TX,tv,stringent,75,R,Tucker Carlson,Fox News,19.6
Since 2016,UT,tv,lenient,50,R,Anderson Cooper 360,CNN,1.6
Since 2016,UT,tv,lenient,75,R,Anderson Cooper 360,CNN,3.6
Since 2016,UT,tv,stringent,50,R,Anderson Cooper 360,CNN,5.6
Since 2016,UT,tv,stringent,75,R,Anderson Cooper 360,CNN,7.6
Since 2016,VA,tv,lenient,50,R,Tucker Carlson,Fox News,0.6
Since 2016,VA,tv,lenient,75,R,Tucker Carlson,Fox News,1.6
Since 2016,VA,tv,stringent,50,R,Tucker Carlson,Fox News,2.6
Since 2016,VA,tv,stringent,75,R,Tucker Carlson,Fox News,3.6
Since 2016,VT,tv,lenient,50,R,Anderson Cooper 360,CNN,7
Since 2016,VT,tv,lenient,75,R,Anderson Cooper 360,CNN,17
Since 2016,VT,tv,stringent,50,R,Anderson Cooper 360,CNN,27
Since 2016,VT,tv,stringent,75,R,Anderson Cooper 360,CNN,37
Since 2016,WA,tv,lenient,50,R,Tucker Carlson,Fox News,2
Since 2016,WA,tv,lenient,75,R,Tucker Carlson,Fox News,7
Since 2016,WA,tv,stringent,50,R,Tucker Carlson,Fox News,12
Since 2016,WA,tv,stringent,75,R,Tucker Carlson,Fox News,17
Since 2016,WI,tv,lenient,50,R,Anderson Cooper 360,CNN,1
Since 2016,WI,tv,lenient,75,R,Anderson Cooper 360,CNN,3
Since 2016,WI,tv,stringent,50,R,Anderson Cooper 360,CNN,5
Since 2016,WI,tv,stringent,75,R,Anderson Cooper 360,CNN,7
Since 2016,WV,tv,lenient,50,R,Tucker Carlson,Fox News,0.5
Since 2016,WV,tv,lenient,75,R,Tucker Carlson,Fox News,1
Since 2016,WV,tv,stringent,50,R,Tucker Carlson,Fox News,2
Since 2016,WV,tv,stringent,75,R,Tucker Carlson,Fox News,3
Since 2016,WY,tv,lenient,50,R,Anderson Cooper 360,CNN,6.6
Since 2016,WY,tv,lenient,75,R,Anderson Cooper 360,CNN,16.6
Since 2016,WY,tv,stringent,50,R,Anderson Cooper 360,CNN,26.6
Since 2016,WY,tv,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 12 months,AK,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 12 months,AK,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 12 months,AK,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 12 months,AK,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 12 months,AL,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 12 months,AL,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 12 months,AL,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 12 months,AL,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 12 months,AR,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 12 months,AR,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 12 months,AR,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 12 months,AR,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 12 months,AZ,online,lenient,50,R,Anderson Cooper 360,CNN,9.8
Last 12 months,AZ,online,lenient,75,R,Anderson Cooper 360,CNN,19.8
Last 12 months,AZ,online,stringent,50,R,Anderson Cooper 360,CNN,29.8
Last 12 months,AZ,online,stringent,75,R,Anderson Cooper 360,CNN,39.8
Last 12 months,CA,online,lenient,50,R,Tucker Carlson,Fox News,4.8
Last 12 months,CA,online,lenient,75,R,Tucker Carlson,Fox News,9.8
Last 12 months,CA,online,stringent,50,R,Tucker Carlson,Fox News,14.8
Last 12 months,CA,online,stringent,75,R,Tucker Carlson,Fox News,19.8
Last 12 months,CO,online,lenient,50,R,Anderson Cooper 360,CNN,1.8
Last 12 months,CO,online,lenient,75,R,Anderson Cooper 360,CNN,3.8
Last 12 months,CO,online,stringent,50,R,Anderson Cooper 360,CNN,5.8
Last 12 months,CO,online,stringent,75,R,Anderson Cooper 360,CNN,7.8
Last 12 months,CT,online,lenient,50,R,Tucker Carlson,Fox News,0.8
Last 12 months,CT,online,lenient,75,R,Tucker Carlson,Fox News,1.8
Last 12 months,CT,online,stringent,50,R,Tucker Carlson,Fox News,2.8
Last 12 months,CT,online,stringent,75,R,Tucker Carlson,Fox News,3.8
Last 12 months,DC,online,lenient,50,R,Anderson Cooper 360,CNN,9.4
Last 12 months,DC,online,lenient,75,R,Anderson Cooper 360,CNN,19.4
Last 12 months,DC,online,stringent,50,R,Anderson Cooper 360,CNN,29.4
Last 12 months,DC,online,stringent,75,R,Anderson Cooper 360,CNN,39.4
Last 12 months,DE,online,lenient,50,R,Tucker Carlson,Fox News,4.4
Last 12 months,DE,online,lenient,75,R,Tucker Carlson,Fox News,9.4
Last 12 months,DE,online,stringent,50,R,Tucker Carlson,Fox News,14.4
Last 12 months,DE,online,stringent,75,R,Tucker Carlson,Fox News,19.4
Last 12 months,FL,online,lenient,50,R,Anderson Cooper 360,CNN,1.4
Last 12 months,FL,online,lenient,75,R,Anderson Cooper 360,CNN,3.4
Last 12 months,FL,online,stringent,50,R,Anderson Cooper 360,CNN,5.4
Last 12 months,FL,online,stringent,75,R,Anderson Cooper 360,CNN,7.4
Last 12 months,GA,online,lenient,50,R,Tucker Carlson,Fox News,0.4
Last 12 months,GA,online,lenient,75,R,Tucker Carlson,Fox News,1.4
Last 12 months,GA,online,stringent,50,R,Tucker Carlson,Fox News,2.4
Last 12 months,GA,online,stringent,75,R,Tucker Carlson,Fox News,3.4
Last 12 months,HI,online,lenient,50,R,Anderson Cooper 360,CNN,6.8
Last 12 months,HI,online,lenient,75,R,Anderson Cooper 360,CNN,16.8
Last 12 months,HI,online,stringent,50,R,Anderson Cooper 360,CNN,26.8
Last 12 months,HI,online,stringent,75,R,Anderson Cooper 360,CNN,36.8
Last 12 months,IA,online,lenient,50,R,Tucker Carlson,Fox News,1.8
Last 12 months,IA,online,lenient,75,R,Tucker Carlson,Fox News,6.8
Last 12 months,IA,online,stringent,50,R,Tucker Carlson,Fox News,11.8
Last 12 months,IA,online,stringent,75,R,Tucker Carlson,Fox News,16.8
Last 12 months,ID,online,lenient,50,R,Anderson Cooper 360,CNN,0.8
Last 12 months,ID,online,lenient,75,R,Anderson Cooper 360,CNN,2.8
Last 12 months,ID,online,stringent,50,R,Anderson Cooper 360,CNN,4.8
Last 12 months,ID,online,stringent,75,R,Anderson Cooper 360,CNN,6.8
Last 12 months,IL,online,lenient,50,R,Tucker Carlson,Fox News,0.3
Last 12 months,IL,online,lenient,75,R,Tucker Carlson,Fox News,0.8
Last 12 months,IL,online,stringent,50,R,Tucker Carlson,Fox News,1.8
Last 12 months,IL,online,stringent,75,R,Tucker Carlson,Fox News,2.8
Last 12 months,IN,online,lenient,50,R,Anderson Cooper 360,CNN,6.4
Last 12 months,IN,online,lenient,75,R,Anderson Cooper 360,CNN,16.4
Last 12 months,IN,online,stringent,50,R,Anderson Cooper 360,CNN,26.4
Last 12 months,IN,online,stringent,75,R,Anderson Cooper 360,CNN,36.4
Last 12 months,KS,online,lenient,50,R,Tucker Carlson,Fox News,1.4
Last 12 months,KS,online,lenient,75,R,Tucker Carlson,Fox News,6.4
Last 12 months,KS,online,stringent,50,R,Tucker Carlson,Fox News,11.4
Last 12 months,KS,online,stringent,75,R,Tucker Carlson,Fox News,16.4
Last 12 months,KY,online,lenient,50,R,Anderson Cooper 360,CNN,0.4
Last 12 months,KY,online,lenient,75,R,Anderson Cooper 360,CNN,2.4
Last 12 months,KY,online,stringent,50,R,Anderson Cooper 360,CNN,4.4
Last 12 months,KY,online,stringent,75,R,Anderson Cooper 360,CNN,6.4
Last 12 months,LA,online,lenient,50,R,Tucker Carlson,Fox News,0
Last 12 months,LA,online,lenient,75,R,Tucker Carlson,Fox News,0.4
Last 12 months,LA,online,stringent,50,R,Tucker Carlson,Fox News,1.4
Last 12 months,LA,online,stringent,75,R,Tucker Carlson,Fox News,2.4
Last 12 months,MA,online,lenient,50,R,Anderson Cooper 360,CNN,10
Last 12 months,MA,online,lenient,75,R,Anderson Cooper 360,CNN,20
Last 12 months,MA,online,stringent,50,R,Anderson Cooper 360,CNN,30
Last 12 months,MA,online,stringent,75,R,Anderson Cooper 360,CNN,40
Last 12 months,MD,online,lenient,50,R,Tucker Carlson,Fox News,5
Last 12 months,MD,online,lenient,75,R,Tucker Carlson,Fox News,10
Last 12 months,MD,online,stringent,50,R,Tucker Carlson,Fox News,15
Last 12 months,MD,online,stringent,75,R,Tucker Carlson,Fox News,20
Last 12 months,ME,online,lenient,50,R,Anderson Cooper 360,CNN,2
Last 12 months,ME,online,lenient,75,R,Anderson Cooper 360,CNN,4
Last 12 months,ME,online,stringent,50,R,Anderson Cooper 360,CNN,6
Last 12 months,ME,online,stringent,75,R,Anderson Cooper 360,CNN,8
Last 12 months,MI,online,lenient,50,R,Tucker Carlson,Fox News,1
Last 12 months,MI,online,lenient,75,R,Tucker Carlson,Fox News,2
Last 12 months,MI,online,stringent,50,R,Tucker Carlson,Fox News,3
Last 12 months,MI,online,stringent,75,R,Tucker Carlson,Fox News,4
Last 12 months,MN,online,lenient,50,R,Anderson Cooper 360,CNN,9.6
Last 12 months,MN,online,lenient,75,R,Anderson Cooper 360,CNN,19.6
Last 12 months,MN,online,stringent,50,R,Anderson Cooper 360,CNN,29.6
Last 12 months,MN,online,stringent,75,R,Anderson Cooper 360,CNN,39.6
Last 12 months,MO,online,lenient,50,R,Tucker Carlson,Fox News,4.6
Last 12 months,MO,online,lenient,75,R,Tucker Carlson,Fox News,9.6
Last 12 months,MO,online,stringent,50,R,Tucker Carlson,Fox News,14.6
Last 12 months,MO,online,stringent,75,R,Tucker Carlson,Fox News,19.6
Last 12 months,MS,online,lenient,50,R,Anderson Cooper 360,CNN,1.6
Last 12 months,MS,online,lenient,75,R,Anderson Cooper 360,CNN,3.6
Last 12 months,MS,online,stringent,50,R,Anderson Cooper 360,CNN,5.6
Last 12 months,MS,online,stringent,75,R,Anderson Cooper 360,CNN,7.6
Last 12 months,MT,online,lenient,50,R,Tucker Carlson,Fox News,0.6
Last 12 months,MT,online,lenient,75,R,Tucker Carlson,Fox News,1.6
Last 12 months,MT,online,stringent,50,R,Tucker Carlson,Fox News,2.6
Last 12 months,MT,online,stringent,75,R,Tucker Carlson,Fox News,3.6
Last 12 months,NC,online,lenient,50,R,Anderson Cooper 360,CNN,7
Last 12 months,NC,online,lenient,75,R,Anderson Cooper 360,CNN,17
Last 12 months,NC,online,stringent,50,R,Anderson Cooper 360,CNN,27
Last 12 months,NC,online,stringent,75,R,Anderson Cooper 360,CNN,37
Last 12 months,ND,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 12 months,ND,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 12 months,ND,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 12 months,ND,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 12 months,NE,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 12 months,NE,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 12 months,NE,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 12 months,NE,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 12 months,NH,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 12 months,NH,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 12 months,NH,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 12 months,NH,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 12 months,NJ,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 12 months,NJ,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 12 months,NJ,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 12 months,NJ,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 12 months,NM,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 12 months,NM,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 12 months,NM,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 12 months,NM,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 12 months,NV,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 12 months,NV,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 12 months,NV,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 12 months,NV,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 12 months,NY,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 12 months,NY,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 12 months,NY,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 12 months,NY,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 12 months,OH,online,lenient,50,R,Anderson Cooper 360,CNN,9.8
Last 12 months,OH,online,lenient,75,R,Anderson Cooper 360,CNN,19.8
Last 12 months,OH,online,stringent,50,R,Anderson Cooper 360,CNN,29.8
Last 12 months,OH,online,stringent,75,R,Anderson Cooper 360,CNN,39.8
Last 12 months,OK,online,lenient,50,R,Tucker Carlson,Fox News,4.8
Last 12 months,OK,online,lenient,75,R,Tucker Carlson,Fox News,9.8
Last 12 months,OK,online,stringent,50,R,Tucker Carlson,Fox News,14.8
Last 12 months,OK,online,stringent,75,R,Tucker Carlson,Fox News,19.8
Last 12 months,OR,online,lenient,50,R,Anderson Cooper 360,CNN,1.8
Last 12 months,OR,online,lenient,75,R,Anderson Cooper 360,CNN,3.8
Last 12 months,OR,online,stringent,50,R,Anderson Cooper 360,CNN,5.8
Last 12 months,OR,online,stringent,75,R,Anderson Cooper 360,CNN,7.8
Last 12 months,PA,online,lenient,50,R,Tucker Carlson,Fox News,0.8
Last 12 months,PA,online,lenient,75,R,Tucker Carlson,Fox News,1.8
Last 12 months,PA,online,stringent,50,R,Tucker Carlson,Fox News,2.8
Last 12 months,PA,online,stringent,75,R,Tucker Carlson,Fox News,3.8
Last 12 months,RI,online,lenient,50,R,Anderson Cooper 360,CNN,9.4
Last 12 months,RI,online,lenient,75,R,Anderson Cooper 360,CNN,19.4
Last 12 months,RI,online,stringent,50,R,Anderson Cooper 360,CNN,29.4
Last 12 months,RI,online,stringent,75,R,Anderson Cooper 360,CNN,39.4
Last 12 months,SC,online,lenient,50,R,Tucker Carlson,Fox News,4.4
Last 12 months,SC,online,lenient,75,R,Tucker Carlson,Fox News,9.4
Last 12 months,SC,online,stringent,50,R,Tucker Carlson,Fox News,14.4
Last 12 months,SC,online,stringent,75,R,Tucker Carlson,Fox News,19.4
Last 12 months,SD,online,lenient,50,R,Anderson Cooper 360,CNN,1.4
Last 12 months,SD,online,lenient,75,R,Anderson Cooper 360,CNN,3.4
Last 12 months,SD,online,stringent,50,R,Anderson Cooper 360,CNN,5.4
Last 12 months,SD,online,stringent,75,R,Anderson Cooper 360,CNN,7.4
Last 12 months,TN,online,lenient,50,R,Tucker Carlson,Fox News,0.4
Last 12 months,TN,online,lenient,75,R,Tucker Carlson,Fox News,1.4
Last 12 months,TN,online,stringent,50,R,Tucker Carlson,Fox News,2.4
Last 12 months,TN,online,stringent,75,R,Tucker Carlson,Fox News,3.4
Last 12 months,TX,online,lenient,50,R,Anderson Cooper 360,CNN,6.8
Last 12 months,TX,online,lenient,75,R,Anderson Cooper 360,CNN,16.8
Last 12 months,TX,online,stringent,50,R,Anderson Cooper 360,CNN,26.8
Last 12 months,TX,online,stringent,75,R,Anderson Cooper 360,CNN,36.8
Last 12 months,UT,online,lenient,50,R,Tucker Carlson,Fox News,1.8
Last 12 months,UT,online,lenient,75,R,Tucker Carlson,Fox News,6.8
Last 12 months,UT,online,stringent,50,R,Tucker Carlson,Fox News,11.8
Last 12 months,UT,online,stringent,75,R,Tucker Carlson,Fox News,16.8
Last 12 months,VA,online,lenient,50,R,Anderson Cooper 360,CNN,0.8
Last 12 months,VA,online,lenient,75,R,Anderson Cooper 360,CNN,2.8
Last 12 months,VA,online,stringent,50,R,Anderson Cooper 360,CNN,4.8
Last 12 months,VA,online,stringent,75,R,Anderson Cooper 360,CNN,6.8
Last 12 months,VT,online,lenient,50,R,Tucker Carlson,Fox News,0.3
Last 12 months,VT,online,lenient,75,R,Tucker Carlson,Fox News,0.8
Last 12 months,VT,online,stringent,50,R,Tucker Carlson,Fox News,1.8
Last 12 months,VT,online,stringent,75,R,Tucker Carlson,Fox News,2.8
Last 12 months,WA,online,lenient,50,R,Anderson Cooper 360,CNN,6.4
Last 12 months,WA,online,lenient,75,R,Anderson Cooper 360,CNN,16.4
Last 12 months,WA,online,stringent,50,R,Anderson Cooper 360,CNN,26.4
Last 12 months,WA,online,stringent,75,R,Anderson Cooper 360,CNN,36.4
Last 12 months,WI,online,lenient,50,R,Tucker Carlson,Fox News,1.4
Last 12 months,WI,online,lenient,75,R,Tucker Carlson,Fox News,6.4
Last 12 months,WI,online,stringent,50,R,Tucker Carlson,Fox News,11.4
Last 12 months,WI,online,stringent,75,R,Tucker Carlson,Fox News,16.4
Last 12 months,WV,online,lenient,50,R,Anderson Cooper 360,CNN,0.4
Last 12 months,WV,online,lenient,75,R,Anderson Cooper 360,CNN,2.4
Last 12 months,WV,online,stringent,50,R,Anderson Cooper 360,CNN,4.4
Last 12 months,WV,online,stringent,75,R,Anderson Cooper 360,CNN,6.4
Last 12 months,WY,online,lenient,50,R,Tucker Carlson,Fox News,0
Last 12 months,WY,online,lenient,75,R,Tucker Carlson,Fox News,0.4
Last 12 months,WY,online,stringent,50,R,Tucker Carlson,Fox News,1.4
Last 12 months,WY,online,stringent,75,R,Tucker Carlson,Fox News,2.4
Last 3 months,AK,online,lenient,50,R,Anderson Cooper 360,CNN,10
Last 3 months,AK,online,lenient,75,R,Anderson Cooper 360,CNN,20
Last 3 months,AK,online,stringent,50,R,Anderson Cooper 360,CNN,30
Last 3 months,AK,online,stringent,75,R,Anderson Cooper 360,CNN,40
Last 3 months,AL,online,lenient,50,R,Tucker Carlson,Fox News,5
Last 3 months,AL,online,lenient,75,R,Tucker Carlson,Fox News,10
Last 3 months,AL,online,stringent,50,R,Tucker Carlson,Fox News,15
Last 3 months,AL,online,stringent,75,R,Tucker Carlson,Fox News,20
Last 3 months,AR,online,lenient,50,R,Anderson Cooper 360,CNN,2
Last 3 months,AR,online,lenient,75,R,Anderson Cooper 360,CNN,4
Last 3 months,AR,online,stringent,50,R,Anderson Cooper 360,CNN,6
Last 3 months,AR,online,stringent,75,R,Anderson Cooper 360,CNN,8
Last 3 months,AZ,online,lenient,50,R,Tucker Carlson,Fox News,1
Last 3 months,AZ,online,lenient,75,R,Tucker Carlson,Fox News,2
Last 3 months,AZ,online,stringent,50,R,Tucker Carlson,Fox News,3
Last 3 months,AZ,online,stringent,75,R,Tucker Carlson,Fox News,4
Last 3 months,CA,online,lenient,50,R,Anderson Cooper 360,CNN,9.6
Last 3 months,CA,online,lenient,75,R,Anderson Cooper 360,CNN,19.6
Last 3 months,CA,online,stringent,50,R,Anderson Cooper 360,CNN,29.6
Last 3 months,CA,online,stringent,75,R,Anderson Cooper 360,CNN,39.6
Last 3 months,CO,online,lenient,50,R,Tucker Carlson,Fox News,4.6
Last 3 months,CO,online,lenient,75,R,Tucker Carlson,Fox News,9.6
Last 3 months,CO,online,stringent,50,R,Tucker Carlson,Fox News,14.6
Last 3 months,CO,online,stringent,75,R,Tucker Carlson,Fox News,19.6
Last 3 months,CT,online,lenient,50,R,Anderson Cooper 360,CNN,1.6
Last 3 months,CT,online,lenient,75,R,Anderson Cooper 360,CNN,3.6
Last 3 months,CT,online,stringent,50,R,Anderson Cooper 360,CNN,5.6
Last 3 months,CT,online,stringent,75,R,Anderson Cooper 360,CNN,7.6
Last 3 months,DC,online,lenient,50,R,Tucker Carlson,Fox News,0.6
Last 3 months,DC,online,lenient,75,R,Tucker Carlson,Fox News,1.6
Last 3 months,DC,online,stringent,50,R,Tucker Carlson,Fox News,2.6
Last 3 months,DC,online,stringent,75,R,Tucker Carlson,Fox News,3.6
Last 3 months,DE,online,lenient,50,R,Anderson Cooper 360,CNN,7
Last 3 months,DE,online,lenient,75,R,Anderson Cooper 360,CNN,17
Last 3 months,DE,online,stringent,50,R,Anderson Cooper 360,CNN,27
Last 3 months,DE,online,stringent,75,R,Anderson Cooper 360,CNN,37
Last 3 months,FL,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 3 months,FL,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 3 months,FL,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 3 months,FL,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 3 months,GA,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 3 months,GA,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 3 months,GA,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 3 months,GA,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 3 months,HI,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 3 months,HI,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 3 months,HI,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 3 months,HI,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 3 months,IA,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 3 months,IA,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 3 months,IA,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 3 months,IA,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 3 months,ID,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,ID,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 3 months,ID,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 3 months,ID,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 3 months,IL,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 3 months,IL,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 3 months,IL,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 3 months,IL,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 3 months,IN,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 3 months,IN,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 3 months,IN,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,IN,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 3 months,KS,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 3 months,KS,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 3 months,KS,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 3 months,KS,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 3 months,KY,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 3 months,KY,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 3 months,KY,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 3 months,KY,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 3 months,LA,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 3 months,LA,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 3 months,LA,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 3 months,LA,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 3 months,MA,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 3 months,MA,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 3 months,MA,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 3 months,MA,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 3 months,MD,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,MD,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 3 months,MD,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 3 months,MD,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 3 months,ME,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 3 months,ME,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 3 months,ME,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 3 months,ME,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 3 months,MI,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 3 months,MI,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 3 months,MI,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,MI,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 3 months,MN,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 3 months,MN,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 3 months,MN,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 3 months,MN,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 3 months,MO,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 3 months,MO,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 3 months,MO,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 3 months,MO,online,stringent,75,R,Anderson Cooper 360,CNN,7
