state,year,month,medium,political_lean,diet_threshold,partisanship_scenario,value
NH,2015,3,tv,R,50,strict,14.4
NH,2015,4,tv,R,50,strict,19.4
NH,2015,1,online,L,50,strict,1.4
NH,2015,2,online,L,50,strict,3.4
NH,2015,3,online,L,50,strict,5.4
NH,2015,4,online,L,50,strict,7.4
NH,2015,1,online,R,50,strict,0.4
NH,2015,2,online,R,50,strict,1.4
NH,2015,3,online,R,50,strict,2.4
NH,2015,4,online,R,50,strict,3.4
NH,2015,1,tv,L,75,lenient,6.8
NH,2015,2,tv,L,75,lenient,16.8
NH,2015,3,tv,L,75,lenient,26.8
NH,2015,4,tv,L,75,lenient,36.8
NH,2015,1,tv,R,75,lenient,1.8
NH,2015,2,tv,R,75,lenient,6.8
NH,2015,3,tv,R,75,lenient,11.8
NH,2015,4,tv,R,75,lenient,16.8
NH,2015,1,online,L,75,lenient,0.8
NH,2015,2,online,L,75,lenient,2.8
NH,2015,3,online,L,75,lenient,4.8
NH,2015,4,online,L,75,lenient,6.8
NH,2015,1,online,R,75,lenient,0.3
NH,2015,2,online,R,75,lenient,0.8
NH,2015,3,online,R,75,lenient,1.8
NH,2015,4,online,R,75,lenient,2.8
NH,2015,1,tv,L,75,strict,6.4
NH,2015,2,tv,L,75,strict,16.4
NH,2015,3,tv,L,75,strict,26.4
NH,2015,4,tv,L,75,strict,36.4
NH,2015,1,tv,R,75,strict,1.4
NH,2015,2,tv,R,75,strict,6.4
NH,2015,3,tv,R,75,strict,11.4
NH,2015,4,tv,R,75,strict,16.4
NH,2015,1,online,L,75,strict,0.4
NH,2015,2,online,L,75,strict,2.4
NH,2015,3,online,L,75,strict,4.4
NH,2015,4,online,L,75,strict,6.4
NH,2015,1,online,R,75,strict,0
NH,2015,2,online,R,75,strict,0.4
NH,2015,3,online,R,75,strict,1.4
NH,2015,4,online,R,75,strict,2.4
NJ,2015,1,tv,L,50,lenient,10
NJ,2015,2,tv,L,50,lenient,20
NJ,2015,3,tv,L,50,lenient,30
NJ,2015,4,tv,L,50,lenient,40
NJ,2015,1,tv,R,50,lenient,5
NJ,2015,2,tv,R,50,lenient,10
NJ,2015,3,tv,R,50,lenient,15
NJ,2015,4,tv,R,50,lenient,20
NJ,2015,1,online,L,50,lenient,2
NJ,2015,2,online,L,50,lenient,4
NJ,2015,3,online,L,50,lenient,6
NJ,2015,4,online,L,50,lenient,8
NJ,2015,1,online,R,50,lenient,1
NJ,2015,2,online,R,50,lenient,2
NJ,2015,3,online,R,50,lenient,3
NJ,2015,4,online,R,50,lenient,4
NJ,2015,1,tv,L,50,strict,9.6
NJ,2015,2,tv,L,50,strict,19.6
NJ,2015,3,tv,L,50,strict,29.6
NJ,2015,4,tv,L,50,strict,39.6
NJ,2015,1,tv,R,50,strict,4.6
NJ,2015,2,tv,R,50,strict,9.6
NJ,2015,3,tv,R,50,strict,14.6
NJ,2015,4,tv,R,50,strict,19.6
NJ,2015,1,online,L,50,strict,1.6
NJ,2015,2,online,L,50,strict,3.6
NJ,2015,3,online,L,50,strict,5.6
NJ,2015,4,online,L,50,strict,7.6
NJ,2015,1,online,R,50,strict,0.6
NJ,2015,2,online,R,50,strict,1.6
NJ,2015,3,online,R,50,strict,2.6
NJ,2015,4,online,R,50,strict,3.6
NJ,2015,1,tv,L,75,lenient,7
NJ,2015,2,tv,L,75,lenient,17
NJ,2015,3,tv,L,75,lenient,27
NJ,2015,4,tv,L,75,lenient,37
NJ,2015,1,tv,R,75,lenient,2
NJ,2015,2,tv,R,75,lenient,7
NJ,2015,3,tv,R,75,lenient,12
NJ,2015,4,tv,R,75,lenient,17
NJ,2015,1,online,L,75,lenient,1
NJ,2015,2,online,L,75,lenient,3
NJ,2015,3,online,L,75,lenient,5
NJ,2015,4,online,L,75,lenient,7
NJ,2015,1,online,R,75,lenient,0.5
NJ,2015,2,online,R,75,lenient,1
NJ,2015,3,online,R,75,lenient,2
NJ,2015,4,online,R,75,lenient,3
NJ,2015,1,tv,L,75,strict,6.6
NJ,2015,2,tv,L,75,strict,16.6
NJ,2015,3,tv,L,75,strict,26.6
NJ,2015,4,tv,L,75,strict,36.6
NJ,2015,1,tv,R,75,strict,1.6
NJ,2015,2,tv,R,75,strict,6.6
NJ,2015,3,tv,R,75,strict,11.6
NJ,2015,4,tv,R,75,strict,16.6
NJ,2015,1,online,L,75,strict,0.6
NJ,2015,2,online,L,75,strict,2.6
NJ,2015,3,online,L,75,strict,4.6
NJ,2015,4,online,L,75,strict,6.6
NJ,2015,1,online,R,75,strict,0.1
NJ,2015,2,online,R,75,strict,0.6
NJ,2015,3,online,R,75,strict,1.6
NJ,2015,4,online,R,75,strict,2.6
NM,2015,1,tv,L,50,lenient,9.8
NM,2015,2,tv,L,50,lenient,19.8
NM,2015,3,tv,L,50,lenient,29.8
NM,2015,4,tv,L,50,lenient,39.8
NM,2015,1,tv,R,50,lenient,4.8
NM,2015,2,tv,R,50,lenient,9.8
NM,2015,3,tv,R,50,lenient,14.8
NM,2015,4,tv,R,50,lenient,19.8
NM,2015,1,online,L,50,lenient,1.8
NM,2015,2,online,L,50,lenient,3.8
NM,2015,3,online,L,50,lenient,5.8
NM,2015,4,online,L,50,lenient,7.8
NM,2015,1,online,R,50,lenient,0.8
NM,2015,2,online,R,50,lenient,1.8
NM,2015,3,online,R,50,lenient,2.8
NM,2015,4,online,R,50,lenient,3.8
NM,2015,1,tv,L,50,strict,9.4
NM,2015,2,tv,L,50,strict,19.4
NM,2015,3,tv,L,50,strict,29.4
NM,2015,4,tv,L,50,strict,39.4
NM,2015,1,tv,R,50,strict,4.4
NM,2015,2,tv,R,50,strict,9.4
NM,2015,3,tv,R,50,strict,14.4
NM,2015,4,tv,R,50,strict,19.4
NM,2015,1,online,L,50,strict,1.4
NM,2015,2,online,L,50,strict,3.4
NM,2015,3,online,L,50,strict,5.4
NM,2015,4,online,L,50,strict,7.4
NM,2015,1,online,R,50,strict,0.4
NM,2015,2,online,R,50,strict,1.4
NM,2015,3,online,R,50,strict,2.4
NM,2015,4,online,R,50,strict,3.4
NM,2015,1,tv,L,75,lenient,6.8
NM,2015,2,tv,L,75,lenient,16.8
NM,2015,3,tv,L,75,lenient,26.8
NM,2015,4,tv,L,75,lenient,36.8
NM,2015,1,tv,R,75,lenient,1.8
NM,2015,2,tv,R,75,lenient,6.8
NM,2015,3,tv,R,75,lenient,11.8
NM,2015,4,tv,R,75,lenient,16.8
NM,2015,1,online,L,75,lenient,0.8
NM,2015,2,online,L,75,lenient,2.8
NM,2015,3,online,L,75,lenient,4.8
NM,2015,4,online,L,75,lenient,6.8
NM,2015,1,online,R,75,lenient,0.3
NM,2015,2,online,R,75,lenient,0.8
NM,2015,3,online,R,75,lenient,1.8
NM,2015,4,online,R,75,lenient,2.8
NM,2015,1,tv,L,75,strict,6.4
NM,2015,2,tv,L,75,strict,16.4
NM,2015,3,tv,L,75,strict,26.4
NM,2015,4,tv,L,75,strict,36.4
NM,2015,1,tv,R,75,strict,1.4
NM,2015,2,tv,R,75,strict,6.4
NM,2015,3,tv,R,75,strict,11.4
NM,2015,4,tv,R,75,strict,16.4
NM,2015,1,online,L,75,strict,0.4
NM,2015,2,online,L,75,strict,2.4
NM,2015,3,online,L,75,strict,4.4
NM,2015,4,online,L,75,strict,6.4
NM,2015,1,online,R,75,strict,0
NM,2015,2,online,R,75,strict,0.4
NM,2015,3,online,R,75,strict,1.4
NM,2015,4,online,R,75,strict,2.4
NV,2015,1,tv,L,50,lenient,10
NV,2015,2,tv,L,50,lenient,20
NV,2015,3,tv,L,50,lenient,30
NV,2015,4,tv,L,50,lenient,40
NV,2015,1,tv,R,50,lenient,5
NV,2015,2,tv,R,50,lenient,10
NV,2015,3,tv,R,50,lenient,15
NV,2015,4,tv,R,50,lenient,20
NV,2015,1,online,L,50,lenient,2
NV,2015,2,online,L,50,lenient,4
NV,2015,3,online,L,50,lenient,6
NV,2015,4,online,L,50,lenient,8
NV,2015,1,online,R,50,lenient,1
NV,2015,2,online,R,50,lenient,2
NV,2015,3,online,R,50,lenient,3
NV,2015,4,online,R,50,lenient,4
NV,2015,1,tv,L,50,strict,9.6
NV,2015,2,tv,L,50,strict,19.6
NV,2015,3,tv,L,50,strict,29.6
NV,2015,4,tv,L,50,strict,39.6
NV,2015,1,tv,R,50,strict,4.6
NV,2015,2,tv,R,50,strict,9.6
NV,2015,3,tv,R,50,strict,14.6
NV,2015,4,tv,R,50,strict,19.6
NV,2015,1,online,L,50,strict,1.6
NV,2015,2,online,L,50,strict,3.6
NV,2015,3,online,L,50,strict,5.6
NV,2015,4,online,L,50,strict,7.6
NV,2015,1,online,R,50,strict,0.6
NV,2015,2,online,R,50,strict,1.6
NV,2015,3,online,R,50,strict,2.6
NV,2015,4,online,R,50,strict,3.6
NV,2015,1,tv,L,75,lenient,7
NV,2015,2,tv,L,75,lenient,17
NV,2015,3,tv,L,75,lenient,27
NV,2015,4,tv,L,75,lenient,37
NV,2015,1,tv,R,75,lenient,2
NV,2015,2,tv,R,75,lenient,7
NV,2015,3,tv,R,75,lenient,12
NV,2015,4,tv,R,75,lenient,17
NV,2015,1,online,L,75,lenient,1
NV,2015,2,online,L,75,lenient,3
NV,2015,3,online,L,75,lenient,5
NV,2015,4,online,L,75,lenient,7
NV,2015,1,online,R,75,lenient,0.5
NV,2015,2,online,R,75,lenient,1
NV,2015,3,online,R,75,lenient,2
NV,2015,4,online,R,75,lenient,3
NV,2015,1,tv,L,75,strict,6.6
NV,2015,2,tv,L,75,strict,16.6
NV,2015,3,tv,L,75,strict,26.6
NV,2015,4,tv,L,75,strict,36.6
NV,2015,1,tv,R,75,strict,1.6
NV,2015,2,tv,R,75,strict,6.6
NV,2015,3,tv,R,75,strict,11.6
NV,2015,4,tv,R,75,strict,16.6
NV,2015,1,online,L,75,strict,0.6
NV,2015,2,online,L,75,strict,2.6
NV,2015,3,online,L,75,strict,4.6
NV,2015,4,online,L,75,strict,6.6
NV,2015,1,online,R,75,strict,0.1
NV,2015,2,online,R,75,strict,0.6
NV,2015,3,online,R,75,strict,1.6
NV,2015,4,online,R,75,strict,2.6
NY,2015,1,tv,L,50,lenient,9.8
NY,2015,2,tv,L,50,lenient,19.8
NY,2015,3,tv,L,50,lenient,29.8
NY,2015,4,tv,L,50,lenient,39.8
NY,2015,1,tv,R,50,lenient,4.8
NY,2015,2,tv,R,50,lenient,9.8
NY,2015,3,tv,R,50,lenient,14.8
NY,2015,4,tv,R,50,lenient,19.8
NY,2015,1,online,L,50,lenient,1.8
NY,2015,2,online,L,50,lenient,3.8
NY,2015,3,online,L,50,lenient,5.8
NY,2015,4,online,L,50,lenient,7.8
NY,2015,1,online,R,50,lenient,0.8
NY,2015,2,online,R,50,lenient,1.8
NY,2015,3,online,R,50,lenient,2.8
NY,2015,4,online,R,50,lenient,3.8
NY,2015,1,tv,L,50,strict,9.4
NY,2015,2,tv,L,50,strict,19.4
NY,2015,3,tv,L,50,strict,29.4
NY,2015,4,tv,L,50,strict,39.4
NY,2015,1,tv,R,50,strict,4.4
NY,2015,2,tv,R,50,strict,9.4
NY,2015,3,tv,R,50,strict,14.4
NY,2015,4,tv,R,50,strict,19.4
NY,2015,1,online,L,50,strict,1.4
NY,2015,2,online,L,50,strict,3.4
NY,2015,3,online,L,50,strict,5.4
NY,2015,4,online,L,50,strict,7.4
NY,2015,1,online,R,50,strict,0.4
NY,2015,2,online,R,50,strict,1.4
NY,2015,3,online,R,50,strict,2.4
NY,2015,4,online,R,50,strict,3.4
NY,2015,1,tv,L,75,lenient,6.8
NY,2015,2,tv,L,75,lenient,16.8
NY,2015,3,tv,L,75,lenient,26.8
NY,2015,4,tv,L,75,lenient,36.8
NY,2015,1,tv,R,75,lenient,1.8
NY,2015,2,tv,R,75,lenient,6.8
NY,2015,3,tv,R,75,lenient,11.8
NY,2015,4,tv,R,75,lenient,16.8
NY,2015,1,online,L,75,lenient,0.8
NY,2015,2,online,L,75,lenient,2.8
NY,2015,3,online,L,75,lenient,4.8
NY,2015,4,online,L,75,lenient,6.8
NY,2015,1,online,R,75,lenient,0.3
NY,2015,2,online,R,75,lenient,0.8
NY,2015,3,online,R,75,lenient,1.8
NY,2015,4,online,R,75,lenient,2.8
NY,2015,1,tv,L,75,strict,6.4
NY,2015,2,tv,L,75,strict,16.4
NY,2015,3,tv,L,75,strict,26.4
NY,2015,4,tv,L,75,strict,36.4
NY,2015,1,tv,R,75,strict,1.4
NY,2015,2,tv,R,75,strict,6.4
NY,2015,3,tv,R,75,strict,11.4
NY,2015,4,tv,R,75,strict,16.4
NY,2015,1,online,L,75,strict,0.4
NY,2015,2,online,L,75,strict,2.4
NY,2015,3,online,L,75,strict,4.4
NY,2015,4,online,L,75,strict,6.4
NY,2015,1,online,R,75,strict,0
NY,2015,2,online,R,75,strict,0.4
NY,2015,3,online,R,75,strict,1.4
NY,2015,4,online,R,75,strict,2.4
OH,2015,1,tv,L,50,lenient,10
OH,2015,2,tv,L,50,lenient,20
OH,2015,3,tv,L,50,lenient,30
OH,2015,4,tv,L,50,lenient,40
OH,2015,1,tv,R,50,lenient,5
OH,2015,2,tv,R,50,lenient,10
OH,2015,3,tv,R,50,lenient,15
OH,2015,4,tv,R,50,lenient,20
OH,2015,1,online,L,50,lenient,2
OH,2015,2,online,L,50,lenient,4
OH,2015,3,online,L,50,lenient,6
OH,2015,4,online,L,50,lenient,8
OH,2015,1,online,R,50,lenient,1
OH,2015,2,online,R,50,lenient,2
OH,2015,3,online,R,50,lenient,3
OH,2015,4,online,R,50,lenient,4
OH,2015,1,tv,L,50,strict,9.6
OH,2015,2,tv,L,50,strict,19.6
OH,2015,3,tv,L,50,strict,29.6
OH,2015,4,tv,L,50,strict,39.6
OH,2015,1,tv,R,50,strict,4.6
OH,2015,2,tv,R,50,strict,9.6
OH,2015,3,tv,R,50,strict,14.6
OH,2015,4,tv,R,50,strict,19.6
OH,2015,1,online,L,50,strict,1.6
OH,2015,2,online,L,50,strict,3.6
OH,2015,3,online,L,50,strict,5.6
OH,2015,4,online,L,50,strict,7.6
OH,2015,1,online,R,50,strict,0.6
OH,2015,2,online,R,50,strict,1.6
OH,2015,3,online,R,50,strict,2.6
OH,2015,4,online,R,50,strict,3.6
OH,2015,1,tv,L,75,lenient,7
OH,2015,2,tv,L,75,lenient,17
OH,2015,3,tv,L,75,lenient,27
OH,2015,4,tv,L,75,lenient,37
OH,2015,1,tv,R,75,lenient,2
OH,2015,2,tv,R,75,lenient,7
OH,2015,3,tv,R,75,lenient,12
OH,2015,4,tv,R,75,lenient,17
OH,2015,1,online,L,75,lenient,1
OH,2015,2,online,L,75,lenient,3
OH,2015,3,online,L,75,lenient,5
OH,2015,4,online,L,75,lenient,7
OH,2015,1,online,R,75,lenient,0.5
OH,2015,2,online,R,75,lenient,1
OH,2015,3,online,R,75,lenient,2
OH,2015,4,online,R,75,lenient,3
OH,2015,1,tv,L,75,strict,6.6
OH,2015,2,tv,L,75,strict,16.6
OH,2015,3,tv,L,75,strict,26.6
OH,2015,4,tv,L,75,strict,36.6
OH,2015,1,tv,R,75,strict,1.6
OH,2015,2,tv,R,75,strict,6.6
OH,2015,3,tv,R,75,strict,11.6
OH,2015,4,tv,R,75,strict,16.6
OH,2015,1,online,L,75,strict,0.6
OH,2015,2,online,L,75,strict,2.6
OH,2015,3,online,L,75,strict,4.6
OH,2015,4,online,L,75,strict,6.6
OH,2015,1,online,R,75,strict,0.1
OH,2015,2,online,R,75,strict,0.6
OH,2015,3,online,R,75,strict,1.6
OH,2015,4,online,R,75,strict,2.6
OK,2015,1,tv,L,50,lenient,9.8
OK,2015,2,tv,L,50,lenient,19.8
OK,2015,3,tv,L,50,lenient,29.8
OK,2015,4,tv,L,50,lenient,39.8
OK,2015,1,tv,R,50,lenient,4.8
OK,2015,2,tv,R,50,lenient,9.8
OK,2015,3,tv,R,50,lenient,14.8
OK,2015,4,tv,R,50,lenient,19.8
OK,2015,1,online,L,50,lenient,1.8
OK,2015,2,online,L,50,lenient,3.8
OK,2015,3,online,L,50,lenient,5.8
OK,2015,4,online,L,50,lenient,7.8
OK,2015,1,online,R,50,lenient,0.8
OK,2015,2,online,R,50,lenient,1.8
OK,2015,3,online,R,50,lenient,2.8
OK,2015,4,online,R,50,lenient,3.8
OK,2015,1,tv,L,50,strict,9.4
OK,2015,2,tv,L,50,strict,19.4
OK,2015,3,tv,L,50,strict,29.4
OK,2015,4,tv,L,50,strict,39.4
OK,2015,1,tv,R,50,strict,4.4
OK,2015,2,tv,R,50,strict,9.4
OK,2015,3,tv,R,50,strict,14.4
OK,2015,4,tv,R,50,strict,19.4
OK,2015,1,online,L,50,strict,1.4
OK,2015,2,online,L,50,strict,3.4
OK,2015,3,online,L,50,strict,5.4
OK,2015,4,online,L,50,strict,7.4
OK,2015,1,online,R,50,strict,0.4
OK,2015,2,online,R,50,strict,1.4
OK,2015,3,online,R,50,strict,2.4
OK,2015,4,online,R,50,strict,3.4
OK,2015,1,tv,L,75,lenient,6.8
OK,2015,2,tv,L,75,lenient,16.8
OK,2015,3,tv,L,75,lenient,26.8
OK,2015,4,tv,L,75,lenient,36.8
OK,2015,1,tv,R,75,lenient,1.8
OK,2015,2,tv,R,75,lenient,6.8
OK,2015,3,tv,R,75,lenient,11.8
OK,2015,4,tv,R,75,lenient,16.8
OK,2015,1,online,L,75,lenient,0.8
OK,2015,2,online,L,75,lenient,2.8
OK,2015,3,online,L,75,lenient,4.8
OK,2015,4,online,L,75,lenient,6.8
OK,2015,1,online,R,75,lenient,0.3
OK,2015,2,online,R,75,lenient,0.8
OK,2015,3,online,R,75,lenient,1.8
OK,2015,4,online,R,75,lenient,2.8
OK,2015,1,tv,L,75,strict,6.4
OK,2015,2,tv,L,75,strict,16.4
OK,2015,3,tv,L,75,strict,26.4
OK,2015,4,tv,L,75,strict,36.4
OK,2015,1,tv,R,75,strict,1.4
OK,2015,2,tv,R,75,strict,6.4
OK,2015,3,tv,R,75,strict,11.4
OK,2015,4,tv,R,75,strict,16.4
OK,2015,1,online,L,75,strict,0.4
OK,2015,2,online,L,75,strict,2.4
OK,2015,3,online,L,75,strict,4.4
OK,2015,4,online,L,75,strict,6.4
OK,2015,1,online,R,75,strict,0
OK,2015,2,online,R,75,strict,0.4
OK,2015,3,online,R,75,strict,1.4
OK,2015,4,online,R,75,strict,2.4
OR,2015,1,tv,L,50,lenient,10
OR,2015,2,tv,L,50,lenient,20
OR,2015,3,tv,L,50,lenient,30
OR,2015,4,tv,L,50,lenient,40
OR,2015,1,tv,R,50,lenient,5
OR,2015,2,tv,R,50,lenient,10
OR,2015,3,tv,R,50,lenient,15
OR,2015,4,tv,R,50,lenient,20
OR,2015,1,online,L,50,lenient,2
OR,2015,2,online,L,50,lenient,4
OR,2015,3,online,L,50,lenient,6
OR,2015,4,online,L,50,lenient,8
OR,2015,1,online,R,50,lenient,1
OR,2015,2,online,R,50,lenient,2
OR,2015,3,online,R,50,lenient,3
OR,2015,4,online,R,50,lenient,4
OR,2015,1,tv,L,50,strict,9.6
OR,2015,2,tv,L,50,strict,19.6
OR,2015,3,tv,L,50,strict,29.6
OR,2015,4,tv,L,50,strict,39.6
OR,2015,1,tv,R,50,strict,4.6
OR,2015,2,tv,R,50,strict,9.6
OR,2015,3,tv,R,50,strict,14.6
OR,2015,4,tv,R,50,strict,19.6
OR,2015,1,online,L,50,strict,1.6
OR,2015,2,online,L,50,strict,3.6
OR,2015,3,online,L,50,strict,5.6
OR,2015,4,online,L,50,strict,7.6
OR,2015,1,online,R,50,strict,0.6
OR,2015,2,online,R,50,strict,1.6
OR,2015,3,online,R,50,strict,2.6
OR,2015,4,online,R,50,strict,3.6
OR,2015,1,tv,L,75,lenient,7
OR,2015,2,tv,L,75,lenient,17
OR,2015,3,tv,L,75,lenient,27
OR,2015,4,tv,L,75,lenient,37
OR,2015,1,tv,R,75,lenient,2
OR,2015,2,tv,R,75,lenient,7
OR,2015,3,tv,R,75,lenient,12
OR,2015,4,tv,R,75,lenient,17
OR,2015,1,online,L,75,lenient,1
OR,2015,2,online,L,75,lenient,3
OR,2015,3,online,L,75,lenient,5
OR,2015,4,online,L,75,lenient,7
OR,2015,1,online,R,75,lenient,0.5
OR,2015,2,online,R,75,lenient,1
OR,2015,3,online,R,75,lenient,2
OR,2015,4,online,R,75,lenient,3
OR,2015,1,tv,L,75,strict,6.6
OR,2015,2,tv,L,75,strict,16.6
OR,2015,3,tv,L,75,strict,26.6
OR,2015,4,tv,L,75,strict,36.6
OR,2015,1,tv,R,75,strict,1.6
OR,2015,2,tv,R,75,strict,6.6
OR,2015,3,tv,R,75,strict,11.6
OR,2015,4,tv,R,75,strict,16.6
OR,2015,1,online,L,75,strict,0.6
OR,2015,2,online,L,75,strict,2.6
OR,2015,3,online,L,75,strict,4.6
OR,2015,4,online,L,75,strict,6.6
OR,2015,1,online,R,75,strict,0.1
OR,2015,2,online,R,75,strict,0.6
OR,2015,3,online,R,75,strict,1.6
OR,2015,4,online,R,75,strict,2.6
PA,2015,1,tv,L,50,lenient,9.8
PA,2015,2,tv,L,50,lenient,19.8
PA,2015,3,tv,L,50,lenient,29.8
PA,2015,4,tv,L,50,lenient,39.8
PA,2015,1,tv,R,50,lenient,4.8
PA,2015,2,tv,R,50,lenient,9.8
PA,2015,3,tv,R,50,lenient,14.8
PA,2015,4,tv,R,50,lenient,19.8
PA,2015,1,online,L,50,lenient,1.8
PA,2015,2,online,L,50,lenient,3.8
PA,2015,3,online,L,50,lenient,5.8
PA,2015,4,online,L,50,lenient,7.8
PA,2015,1,online,R,50,lenient,0.8
PA,2015,2,online,R,50,lenient,1.8
PA,2015,3,online,R,50,lenient,2.8
PA,2015,4,online,R,50,lenient,3.8
PA,2015,1,tv,L,50,strict,9.4
PA,2015,2,tv,L,50,strict,19.4
PA,2015,3,tv,L,50,strict,29.4
PA,2015,4,tv,L,50,strict,39.4
PA,2015,1,tv,R,50,strict,4.4
PA,2015,2,tv,R,50,strict,9.4
PA,2015,3,tv,R,50,strict,14.4
PA,2015,4,tv,R,50,strict,19.4
PA,2015,1,online,L,50,strict,1.4
PA,2015,2,online,L,50,strict,3.4
PA,2015,3,online,L,50,strict,5.4
PA,2015,4,online,L,50,strict,7.4
PA,2015,1,online,R,50,strict,0.4
PA,2015,2,online,R,50,strict,1.4
PA,2015,3,online,R,50,strict,2.4
PA,2015,4,online,R,50,strict,3.4
PA,2015,1,tv,L,75,lenient,6.8
PA,2015,2,tv,L,75,lenient,16.8
PA,2015,3,tv,L,75,lenient,26.8
PA,2015,4,tv,L,75,lenient,36.8
PA,2015,1,tv,R,75,lenient,1.8
PA,2015,2,tv,R,75,lenient,6.8
PA,2015,3,tv,R,75,lenient,11.8
PA,2015,4,tv,R,75,lenient,16.8
PA,2015,1,online,L,75,lenient,0.8
PA,2015,2,online,L,75,lenient,2.8
PA,2015,3,online,L,75,lenient,4.8
PA,2015,4,online,L,75,lenient,6.8
PA,2015,1,online,R,75,lenient,0.3
PA,2015,2,online,R,75,lenient,0.8
PA,2015,3,online,R,75,lenient,1.8
PA,2015,4,online,R,75,lenient,2.8
PA,2015,1,tv,L,75,strict,6.4
PA,2015,2,tv,L,75,strict,16.4
PA,2015,3,tv,L,75,strict,26.4
PA,2015,4,tv,L,75,strict,36.4
PA,2015,1,tv,R,75,strict,1.4
PA,2015,2,tv,R,75,strict,6.4
PA,2015,3,tv,R,75,strict,11.4
PA,2015,4,tv,R,75,strict,16.4
PA,2015,1,online,L,75,strict,0.4
PA,2015,2,online,L,75,strict,2.4
PA,2015,3,online,L,75,strict,4.4
PA,2015,4,online,L,75,strict,6.4
PA,2015,1,online,R,75,strict,0
PA,2015,2,online,R,75,strict,0.4
PA,2015,3,online,R,75,strict,1.4
PA,2015,4,online,R,75,strict,2.4
RI,2015,1,tv,L,50,lenient,10
RI,2015,2,tv,L,50,lenient,20
RI,2015,3,tv,L,50,lenient,30
RI,2015,4,tv,L,50,lenient,40
RI,2015,1,tv,R,50,lenient,5
RI,2015,2,tv,R,50,lenient,10
RI,2015,3,tv,R,50,lenient,15
RI,2015,4,tv,R,50,lenient,20
RI,2015,1,online,L,50,lenient,2
RI,2015,2,online,L,50,lenient,4
RI,2015,3,online,L,50,lenient,6
RI,2015,4,online,L,50,lenient,8
RI,2015,1,online,R,50,lenient,1
RI,2015,2,online,R,50,lenient,2
RI,2015,3,online,R,50,lenient,3
RI,2015,4,online,R,50,lenient,4
RI,2015,1,tv,L,50,strict,9.6
RI,2015,2,tv,L,50,strict,19.6
RI,2015,3,tv,L,50,strict,29.6
RI,2015,4,tv,L,50,strict,39.6
RI,2015,1,tv,R,50,strict,4.6
RI,2015,2,tv,R,50,strict,9.6
RI,2015,3,tv,R,50,strict,14.6
RI,2015,4,tv,R,50,strict,19.6
RI,2015,1,online,L,50,strict,1.6
RI,2015,2,online,L,50,strict,3.6
RI,2015,3,online,L,50,strict,5.6
RI,2015,4,online,L,50,strict,7.6
RI,2015,1,online,R,50,strict,0.6
RI,2015,2,online,R,50,strict,1.6
RI,2015,3,online,R,50,strict,2.6
RI,2015,4,online,R,50,strict,3.6
RI,2015,1,tv,L,75,lenient,7
RI,2015,2,tv,L,75,lenient,17
RI,2015,3,tv,L,75,lenient,27
RI,2015,4,tv,L,75,lenient,37
RI,2015,1,tv,R,75,lenient,2
RI,2015,2,tv,R,75,lenient,7
RI,2015,3,tv,R,75,lenient,12
RI,2015,4,tv,R,75,lenient,17
RI,2015,1,online,L,75,lenient,1
RI,2015,2,online,L,75,lenient,3
RI,2015,3,online,L,75,lenient,5
RI,2015,4,online,L,75,lenient,7
RI,2015,1,online,R,75,lenient,0.5
RI,2015,2,online,R,75,lenient,1
RI,2015,3,online,R,75,lenient,2
RI,2015,4,online,R,75,lenient,3
RI,2015,1,tv,L,75,strict,6.6
RI,2015,2,tv,L,75,strict,16.6
RI,2015,3,tv,L,75,strict,26.6
RI,2015,4,tv,L,75,strict,36.6
RI,2015,1,tv,R,75,strict,1.6
RI,2015,2,tv,R,75,strict,6.6
RI,2015,3,tv,R,75,strict,11.6
RI,2015,4,tv,R,75,strict,16.6
RI,2015,1,online,L,75,strict,0.6
RI,2015,2,online,L,75,strict,2.6
RI,2015,3,online,L,75,strict,4.6
RI,2015,4,online,L,75,strict,6.6
RI,2015,1,online,R,75,strict,0.1
RI,2015,2,online,R,75,strict,0.6
RI,2015,3,online,R,75,strict,1.6
RI,2015,4,online,R,75,strict,2.6
SC,2015,1,tv,L,50,lenient,9.8
SC,2015,2,tv,L,50,lenient,19.8
SC,2015,3,tv,L,50,lenient,29.8
SC,2015,4,tv,L,50,lenient,39.8
SC,2015,1,tv,R,50,lenient,4.8
SC,2015,2,tv,R,50,lenient,9.8
SC,2015,3,tv,R,50,lenient,14.8
SC,2015,4,tv,R,50,lenient,19.8
SC,2015,1,online,L,50,lenient,1.8
SC,2015,2,online,L,50,lenient,3.8
SC,2015,3,online,L,50,lenient,5.8
SC,2015,4,online,L,50,lenient,7.8
SC,2015,1,online,R,50,lenient,0.8
SC,2015,2,online,R,50,lenient,1.8
SC,2015,3,online,R,50,lenient,2.8
SC,2015,4,online,R,50,lenient,3.8
SC,2015,1,tv,L,50,strict,9.4
SC,2015,2,tv,L,50,strict,19.4
SC,2015,3,tv,L,50,strict,29.4
SC,2015,4,tv,L,50,strict,39.4
SC,2015,1,tv,R,50,strict,4.4
SC,2015,2,tv,R,50,strict,9.4
SC,2015,3,tv,R,50,strict,14.4
SC,2015,4,tv,R,50,strict,19.4
SC,2015,1,online,L,50,strict,1.4
SC,2015,2,online,L,50,strict,3.4
SC,2015,3,online,L,50,strict,5.4
SC,2015,4,online,L,50,strict,7.4
